id,long,lat,dro1945,dro2045B1,dro2095B1,dro2045A1fi,dro2095A1fi,gdd1945,gdd2045B1,gdd2095B1,gdd2045A1fi,gdd2095A1fi,Tc1945,Tc2045B1,Tc2095B1,Tc2045A1fi,Tc2095A1fi,Tw1945,Tw2045B1,Tw2095B1,Tw2045A1fi,Tw2095A1fi
13213,14.42,53.92,0.07,0.077,0.102,0.1,0.18,1988,2527,2845,2636,3622,-1.5,1.7,2.5,2.1,4.9,19.1,22.1,23.7,22.2,26.6
13214,14.42,56.08,0.08,0.084,0.106,0.1,0.17,1581,2017,2345,2094,3117,-0.8,2.6,3.5,2.9,5.3,17.2,19.6,21,19.8,23.8
13215,14.42,56.25,0.04,0.044,0.064,0.06,0.14,1488,1881,2187,1969,2939,-1.3,2,2.9,2.3,4.8,16.9,19,20.3,19.2,23.3
13216,14.42,56.42,0.02,0.025,0.039,0.04,0.12,1444,1797,2082,1898,2851,-1.7,1.7,2.6,2,4.5,16.7,18.5,19.8,18.9,22.9
13217,14.42,56.58,0.02,0.02,0.027,0.03,0.11,1418,1743,2020,1857,2800,-1.9,1.5,2.4,1.7,4.3,16.6,18.1,19.5,18.6,22.7
13218,14.42,56.75,0.02,0.02,0.022,0.03,0.1,1412,1715,1983,1835,2781,-2,1.2,2.1,1.6,4.3,16.7,18,19.4,18.6,22.6
13219,14.42,56.92,0.02,0.02,0.021,0.02,0.1,1399,1672,1933,1804,2724,-2.2,1,2,1.4,4.2,16.6,17.9,19.2,18.4,22.4
13220,14.42,57.08,0.02,0.02,0.021,0.02,0.08,1341,1592,1824,1719,2598,-2.7,0.7,1.8,1.1,4.1,16.3,17.7,18.8,18.2,22.1
13221,14.42,57.25,0.02,0.02,0.021,0.02,0.08,1331,1572,1799,1702,2574,-2.8,0.6,1.7,1.1,4.2,16.3,17.6,18.7,18.2,22
13222,14.42,57.42,0.02,0.02,0.02,0.02,0.07,1286,1516,1741,1650,2488,-3.1,0.2,1.3,0.8,4.1,16.2,17.5,18.5,18,21.7
13223,14.42,57.58,0.02,0.02,0.02,0.02,0.06,1225,1434,1645,1557,2368,-3.6,-0.2,0.9,0.2,3.5,16,17.1,18.1,17.6,21.4
13224,14.42,57.75,0.02,0.019,0.02,0.02,0.07,1241,1438,1646,1568,2379,-3.7,-0.3,0.8,0.2,3.5,16.1,17.1,18.1,17.7,21.4
13225,14.42,57.92,0.02,0.02,0.02,0.02,0.08,1269,1463,1672,1597,2411,-3.7,-0.3,0.8,0.2,3.5,16.2,17.3,18.2,17.8,21.5
13226,14.42,58.08,0.04,0.02,0.021,0.04,0.12,1413,1621,1853,1753,2628,-3.2,0.3,1.4,0.8,4.1,17,18.1,19,18.6,22.2
13227,14.42,58.25,0.05,0.02,0.023,0.04,0.12,1413,1628,1854,1770,2637,-3.3,0.2,1.3,0.7,3.9,17,18.1,19,18.7,22.2
13228,14.42,58.42,0.04,0.02,0.021,0.03,0.11,1385,1608,1829,1742,2596,-3.6,-0.1,1,0.4,3.7,16.9,18.1,19,18.6,22.1
13229,14.42,58.58,0.03,0.02,0.02,0.02,0.09,1354,1565,1787,1708,2548,-3.9,-0.4,0.7,0.2,3.5,16.8,17.8,18.7,18.4,21.9
13230,14.42,58.75,0.02,0.02,0.02,0.02,0.08,1344,1558,1781,1697,2526,-4,-0.6,0.5,0,3.4,16.8,17.9,18.8,18.5,21.9
13231,14.42,58.92,0.02,0.02,0.02,0.02,0.07,1297,1524,1740,1655,2492,-4.4,-1,0.1,-0.3,3,16.6,17.8,18.7,18.4,21.7
13232,14.42,59.08,0.02,0.02,0.02,0.02,0.06,1312,1533,1754,1670,2491,-4.5,-1.1,0,-0.3,3.1,16.8,17.9,18.8,18.5,21.8
13233,14.42,59.25,0.02,0.02,0.02,0.02,0.05,1290,1509,1724,1647,2459,-4.9,-1.5,-0.4,-0.6,2.8,16.7,17.9,18.8,18.5,21.8
13234,14.42,59.42,0.02,0.02,0.02,0.02,0.04,1254,1475,1688,1606,2406,-5.2,-1.8,-0.8,-0.8,2.6,16.5,17.8,18.7,18.4,21.7
13235,14.42,59.58,0.02,0.019,0.02,0.02,0.02,1166,1384,1583,1511,2285,-6,-2.4,-1.4,-1.5,2.2,16.2,17.3,18.2,18,21.3
13236,14.42,59.75,0.02,0.019,0.02,0.02,0.02,1145,1351,1555,1483,2236,-6.4,-2.8,-1.7,-1.8,1.9,16.1,17.2,18.2,17.9,21.1
13237,14.42,59.92,0.02,0.019,0.02,0.02,0.02,1099,1299,1502,1431,2172,-6.9,-3.1,-2.1,-2.1,1.6,15.8,17,17.9,17.7,20.9
13238,14.42,60.08,0.02,0.019,0.02,0.02,0.02,1015,1201,1395,1325,2043,-7.7,-3.8,-2.8,-2.8,1,15.5,16.6,17.5,17.3,20.5
13239,14.42,60.25,0.02,0.019,0.02,0.02,0.02,987,1171,1362,1294,1999,-8.1,-4.1,-3,-3,0.8,15.3,16.4,17.4,17.1,20.3
13240,14.42,60.42,0.02,0.019,0.02,0.02,0.02,1029,1210,1404,1334,2043,-8,-3.9,-2.9,-2.9,1,15.6,16.6,17.5,17.3,20.5
13241,14.42,60.58,0.02,0.019,0.02,0.02,0.02,1032,1212,1403,1337,2045,-8.2,-4,-3,-2.9,1.1,15.7,16.7,17.6,17.3,20.5
13242,14.42,60.75,0.02,0.019,0.019,0.02,0.02,920,1077,1265,1197,1871,-9.1,-4.8,-3.8,-3.7,0.4,15,15.9,16.9,16.6,19.8
13243,14.42,60.92,0.02,0.019,0.019,0.02,0.02,984,1144,1331,1268,1951,-8.7,-4.3,-3.3,-3.2,0.9,15.4,16.3,17.2,17,20.2
13244,14.42,61.08,0.02,0.019,0.02,0.02,0.02,1034,1176,1367,1300,2002,-8.5,-4,-2.9,-2.9,1.3,15.7,16.3,17.2,17,20.1
13245,14.42,61.25,0.02,0.019,0.019,0.02,0.02,826,942,1109,1055,1682,-9.8,-5.1,-4,-3.9,0.3,14.4,15,15.9,15.6,18.6
13246,14.42,61.42,0.02,0.018,0.019,0.02,0.02,724,832,985,934,1525,-10.4,-5.6,-4.6,-4.5,-0.3,13.6,14.3,15.1,14.9,17.9
13247,14.42,61.58,0.02,0.018,0.019,0.02,0.02,679,781,923,877,1442,-10.7,-5.8,-4.8,-4.7,-0.4,13.3,14,14.8,14.5,17.3
13248,14.42,61.75,0.02,0.018,0.019,0.02,0.02,719,822,972,924,1497,-10.6,-5.6,-4.5,-4.3,0,13.6,14.2,15,14.7,17.5
13249,14.42,61.92,0.02,0.019,0.019,0.02,0.02,755,868,1022,968,1556,-10.3,-5.3,-4.3,-4,0.3,13.8,14.5,15.3,15,17.8
13250,14.42,62.08,0.02,0.019,0.019,0.02,0.02,811,929,1083,1032,1636,-9.9,-4.9,-3.9,-3.6,0.6,14.2,14.9,15.7,15.4,18.2
13251,14.42,62.25,0.02,0.018,0.019,0.02,0.02,669,768,907,867,1412,-10.7,-5.6,-4.6,-4.4,-0.2,13.3,13.8,14.6,14.4,17.1
13252,14.42,62.42,0.02,0.019,0.019,0.02,0.02,785,889,1038,990,1571,-9.9,-4.8,-3.8,-3.7,0.6,14.1,14.6,15.4,15.2,17.9
13253,14.42,62.58,0.02,0.019,0.019,0.02,0.02,827,940,1092,1046,1641,-9.6,-4.4,-3.4,-3.3,0.9,14.4,14.9,15.7,15.5,18.2
13254,14.42,62.75,0.02,0.019,0.019,0.02,0.02,833,962,1119,1066,1670,-9.3,-4.3,-3.3,-3.2,1.1,14.4,15.1,15.9,15.6,18.4
13255,14.42,62.92,0.02,0.019,0.019,0.02,0.02,911,1036,1199,1145,1770,-8.8,-3.6,-2.6,-2.6,1.9,14.8,15.5,16.3,16,18.8
13256,14.42,63.08,0.02,0.019,0.019,0.02,0.02,904,1037,1201,1142,1774,-8.7,-3.5,-2.5,-2.3,2.1,14.8,15.5,16.3,16,18.8
13257,14.42,63.25,0.02,0.019,0.019,0.02,0.02,903,1037,1201,1148,1780,-8.7,-3.4,-2.4,-2.2,2.1,14.8,15.4,16.2,16,18.7
13258,14.42,63.42,0.02,0.019,0.019,0.02,0.02,875,1012,1170,1126,1750,-8.8,-3.5,-2.5,-2.3,2,14.7,15.3,16.1,15.9,18.6
13259,14.42,63.58,0.02,0.019,0.019,0.02,0.02,795,935,1094,1036,1643,-9.1,-3.9,-2.9,-2.7,1.6,14.2,14.9,15.7,15.4,18.2
13260,14.42,63.75,0.02,0.019,0.019,0.02,0.02,753,894,1047,998,1601,-9.3,-4,-2.9,-2.8,1.6,14,14.7,15.5,15.2,18
13261,14.42,63.92,0.02,0.018,0.019,0.02,0.02,707,849,1000,955,1542,-9.5,-4,-2.7,-2.9,1.7,13.6,14.3,15,14.9,17.7
13262,14.42,64.08,0.02,0.018,0.018,0.02,0.02,486,612,745,706,1224,-11,-5.3,-4,-4.6,0.4,12,12.7,13.4,13.3,16.1
13263,14.42,64.25,0.02,0.018,0.018,0.02,0.02,483,605,742,696,1224,-11,-5,-3.6,-4.4,0.7,11.9,12.6,13.4,13.2,16.1
13264,14.42,64.42,0.02,0.018,0.019,0.02,0.02,624,784,940,885,1480,-9.8,-3.8,-2.3,-3.1,2,13.1,13.8,14.6,14.5,17.3
13265,14.42,64.58,0.02,0.018,0.018,0.02,0.02,436,556,691,649,1170,-11.3,-4.9,-3.3,-4.6,0.5,11.5,12.2,13,12.9,15.7
13266,14.42,64.75,0.02,0.018,0.018,0.02,0.02,350,470,591,553,1044,-11.7,-5.3,-3.6,-5.2,0,10.8,11.5,12.4,12.2,15
13267,14.42,64.92,0.02,0.018,0.018,0.02,0.02,437,576,713,668,1200,-10.8,-4.3,-2.7,-4.2,1,11.6,12.4,13.2,13.1,15.9
13268,14.42,65.08,0.02,0.017,0.017,0.02,0.02,292,404,520,479,953,-11.8,-5.5,-3.8,-5.3,-0.3,10.2,11,11.8,11.7,14.5
13269,14.42,65.25,0.02,0.017,0.018,0.02,0.02,292,411,525,487,968,-11.6,-5.2,-3.6,-4.9,-0.1,10.2,11,11.9,11.6,14.4
13270,14.42,65.42,0.02,0.017,0.017,0.02,0.02,277,398,509,475,957,-11.3,-4.9,-3.4,-4.6,0,10.1,10.9,11.7,11.6,14.4
13271,14.42,65.58,0.02,0.017,0.017,0.02,0.02,264,382,492,459,937,-11,-4.6,-3.3,-4.3,0.1,9.9,10.7,11.6,11.4,14.2
13272,14.42,65.75,0.02,0.018,0.018,0.02,0.02,333,474,600,565,1090,-9.8,-3.5,-2,-3.2,1.6,10.5,11.5,12.4,12.2,15
13273,14.42,65.92,0.02,0.018,0.018,0.02,0.02,304,435,554,518,1040,-9.6,-3.3,-1.8,-3.2,1.9,10.2,11.1,12.1,11.7,14.5
13274,14.42,66.08,0.02,0.018,0.018,0.02,0.02,268,402,519,484,1005,-9.3,-3.1,-1.6,-3.2,2.2,9.8,10.8,11.7,11.5,14.3
13275,14.42,66.25,0.02,0.018,0.019,0.02,0.03,377,539,677,640,1286,-7.8,-1.4,0.2,-1.7,3.7,10.9,11.6,12.8,12.3,15
13276,14.42,66.42,0.02,0.019,0.019,0.02,0.03,447,633,788,746,1584,-6.6,-0.3,1.3,-0.4,5.2,11.4,12.2,13.4,12.8,15.4
13277,14.42,66.58,0.02,0.018,0.018,0.02,0.03,231,369,485,450,1025,-8.2,-2.3,-0.7,-2,3.3,9.4,10.2,11.4,10.9,13.5
13278,14.42,66.75,0.02,0.017,0.017,0.02,0.02,130,241,339,307,776,-9.1,-3.6,-1.9,-3,2,8.1,9,10.3,9.6,12.2
13279,14.42,66.92,0.02,0.018,0.018,0.02,0.03,224,380,497,460,1150,-7.5,-1.9,-0.3,-1.3,3.7,9.2,10.4,11.6,10.8,13.6
13280,14.42,67.08,0.02,0.019,0.027,0.02,0.03,459,694,889,812,2009,-4.9,0.7,2.4,1.3,6.3,11.3,12.6,13.8,12.9,15.8
13281,14.42,67.25,0.02,0.021,0.032,0.02,0.03,671,964,1342,1107,2575,-3.6,2.3,4,2.9,7.9,12.8,14.1,15.3,14.3,17.3
13282,14.42,68.25,0.02,0.021,0.033,0.02,0.03,524,768,1096,890,2194,-2.8,1.8,3.4,2.1,6.7,11.8,13.2,14.4,13.4,16.4
13283,14.42,68.75,0.02,0.021,0.031,0.02,0.04,550,784,1032,884,1915,-2,2.3,3.8,2.1,6.1,12,13.1,14.1,13.4,16.1
13284,14.58,36.75,0.58,0.662,0.684,0.68,0.76,4715,5306,5595,5501,6482,11.2,12.2,12.8,12.6,14.6,25.6,28.5,29.7,29.1,33.2
13285,14.58,36.92,0.56,0.631,0.655,0.66,0.74,4275,4850,5140,5051,6044,9.7,10.7,11.3,11.1,13.1,24.7,27.5,28.8,28.3,32.4
13286,14.58,37.08,0.55,0.619,0.642,0.64,0.73,4205,4787,5073,4985,5987,9.3,10.5,11.1,10.9,12.9,24.6,27.4,28.7,28.1,32.3
13287,14.58,37.25,0.53,0.589,0.611,0.61,0.7,4032,4577,4864,4775,5777,8.7,9.7,10.3,10.1,12.1,24.3,27.1,28.4,27.8,32
13288,14.58,37.42,0.53,0.589,0.609,0.61,0.7,4254,4799,5086,5000,5999,9.3,10.4,10.9,10.8,12.8,24.9,27.7,29,28.4,32.6
13289,14.58,37.58,0.51,0.568,0.592,0.58,0.66,4096,4641,4931,4845,5844,8.7,9.8,10.3,10.2,12.2,24.7,27.5,28.8,28.3,32.4
13290,14.58,37.75,0.47,0.53,0.554,0.54,0.61,3352,3888,4180,4092,5094,6.3,7.3,7.8,7.7,9.7,23.2,25.9,27.2,26.6,30.8
13291,14.58,37.92,0.44,0.489,0.516,0.5,0.58,2725,3237,3533,3441,4444,4.3,5.2,5.7,5.6,7.6,21.5,24.4,25.7,25.1,29.2
13292,14.58,38.08,0.48,0.544,0.568,0.55,0.62,4242,4799,5098,5000,6009,9.2,10.2,10.7,10.6,12.6,25,27.9,29.2,28.6,32.8
13293,14.58,40.58,0.38,0.409,0.449,0.43,0.53,3500,4127,4444,4350,5416,6.8,7.7,8.3,8.3,10.2,23.2,26.5,28,27.4,32
13294,14.58,40.75,0.37,0.394,0.431,0.41,0.51,3862,4519,4839,4732,5805,7.7,9,9.5,9.5,11.5,24.1,27.3,28.8,28.2,32.9
13295,14.58,40.92,0.36,0.387,0.421,0.4,0.5,3576,4249,4566,4456,5522,6.8,8,8.5,8.5,10.5,23.6,26.9,28.4,27.8,32.4
13296,14.58,41.08,0.35,0.38,0.419,0.39,0.5,3160,3842,4165,4049,5121,5.3,6.6,7.1,7.1,9.1,22.8,26.1,27.6,27,31.6
13297,14.58,41.25,0.36,0.377,0.416,0.39,0.5,3215,3915,4244,4116,5188,5.3,6.7,7.2,7.2,9.2,23.1,26.4,27.8,27.1,31.8
13298,14.58,41.42,0.35,0.358,0.392,0.37,0.47,2670,3310,3633,3511,4580,3.4,4.6,5.1,5.3,7.3,21.8,25,26.5,25.8,30.4
13299,14.58,41.58,0.36,0.358,0.398,0.37,0.48,2918,3605,3928,3806,4878,4.2,5.5,6,6.2,8.2,22.6,25.7,27.1,26.5,30.9
13300,14.58,41.75,0.34,0.347,0.39,0.36,0.46,2891,3575,3907,3772,4844,4,5.5,6,6.1,8.2,22.5,25.6,26.9,26.3,30.7
13301,14.58,41.92,0.34,0.352,0.39,0.36,0.46,3058,3769,4098,3967,5042,4.6,6.1,6.6,6.7,8.8,22.8,25.9,27.2,26.7,31
13302,14.58,42.08,0.37,0.383,0.419,0.39,0.49,3446,4164,4499,4368,5443,5.8,7.4,7.9,8.1,10.1,23.7,26.6,27.9,27.3,31.6
13303,14.58,42.25,0.38,0.395,0.429,0.4,0.49,3665,4374,4703,4569,5650,6.3,8.1,8.6,8.7,10.8,24.2,27.1,28.4,27.8,32.1
13304,14.58,45.08,0.06,0.169,0.236,0.18,0.34,3249,4265,4755,4572,6160,4.8,7.6,8.4,8.3,11.2,23.5,28.2,30.7,29.6,37.5
13305,14.58,45.25,0.02,0.09,0.155,0.1,0.27,2680,3605,4089,3906,5500,3,5.8,6.6,6.5,9.4,21.6,26.2,28.7,27.6,35.6
13306,14.58,45.42,0.02,0.017,0.021,0.02,0.14,1356,2014,2361,2239,3523,-2.6,0.3,1,1,3.9,15.8,20.5,23,21.9,29.9
13307,14.58,45.58,0.02,0.017,0.017,0.02,0.12,1302,1936,2277,2159,3408,-3.1,0,0.7,0.7,3.5,15.6,20.1,22.6,21.5,29.5
13308,14.58,45.75,0.02,0.017,0.018,0.02,0.13,1479,2123,2475,2356,3635,-2.8,0.6,1.4,1.3,4.2,16.5,21,23.4,22.3,30.3
13309,14.58,45.92,0.02,0.018,0.035,0.02,0.16,2113,2814,3188,3075,4520,-0.9,3.1,3.9,3.4,6.7,19.4,23.8,26.2,25.1,32.9
13310,14.58,46.08,0.02,0.018,0.035,0.02,0.17,2376,3063,3436,3331,4787,-0.5,3.5,4.6,3.7,7,20.7,24.7,27,26.1,33.8
13311,14.58,46.25,0.02,0.018,0.018,0.02,0.07,1808,2418,2755,2653,3899,-2.4,1.6,2.4,1.8,4.9,18,22,24.3,23.5,31
13312,14.58,46.42,0.02,0.017,0.018,0.02,0.02,1142,1697,2005,1893,3008,-4.1,-0.9,-0.2,-0.1,2.6,14.6,18.7,20.9,20.2,27.6
13313,14.58,46.58,0.02,0.017,0.018,0.02,0.07,1924,2552,2884,2783,3981,-3,0.7,2,1.1,4.2,18.8,22.5,24.6,24,31.3
13314,14.58,46.75,0.02,0.017,0.018,0.02,0.02,1506,2099,2419,2317,3455,-3.8,-0.1,0.9,0.3,3.1,16.7,20.4,22.5,22,29
13315,14.58,46.92,0.02,0.017,0.018,0.02,0.02,1065,1612,1900,1796,2860,-4.7,-1.4,-0.8,-0.6,1.9,14.2,17.8,19.7,19.4,26.3
13316,14.58,47.08,0.02,0.017,0.018,0.02,0.02,798,1301,1577,1476,2467,-5.4,-2.5,-1.9,-1.7,0.8,12.7,16.1,17.9,17.7,24.4
13317,14.58,47.25,0.02,0.017,0.018,0.02,0.02,1037,1555,1840,1737,2773,-4.9,-1.8,-1.1,-0.9,1.6,14,17.4,19.2,19,25.7
13318,14.58,47.42,0.02,0.017,0.018,0.02,0.02,770,1248,1521,1418,2392,-5.6,-3,-2.4,-2.2,0.4,12.3,15.8,17.6,17.4,24.1
13319,14.58,47.58,0.02,0.017,0.017,0.02,0.02,1073,1569,1858,1756,2780,-4.9,-1.9,-1.3,-1.1,1.5,14.2,17.5,19.3,19.2,25.8
13320,14.58,47.75,0.02,0.017,0.017,0.02,0.02,1400,1908,2208,2109,3186,-4.4,-0.9,-0.3,-0.3,2.5,16,19.2,21,20.8,27.5
13321,14.58,47.92,0.02,0.017,0.017,0.02,0.08,1604,2131,2436,2339,3450,-3.7,-0.1,0.6,0.3,3.3,17,20.2,22,21.9,28.5
13322,14.58,48.08,0.02,0.017,0.018,0.02,0.19,1875,2410,2731,2627,3766,-3,0.7,1.6,1,4,18.4,21.3,23.1,22.9,29.4
13323,14.58,48.25,0.02,0.017,0.047,0.02,0.25,1935,2468,2783,2691,3836,-2.6,1,1.8,1.4,4.3,18.7,21.6,23.3,23.2,29.9
13324,14.58,48.42,0.02,0.017,0.017,0.02,0.19,1581,2096,2386,2289,3379,-3.5,0,0.6,0.6,3.3,17,19.9,21.6,21.5,28
13325,14.58,48.58,0.02,0.017,0.017,0.02,0.12,1342,1830,2111,2015,3048,-3.9,-0.8,-0.2,0,2.6,15.7,18.7,20.4,20.3,26.7
13326,14.58,48.75,0.02,0.017,0.023,0.02,0.22,1538,2046,2324,2242,3298,-3.4,0,0.7,0.8,3.5,16.9,19.7,21.4,21.2,27.6
13327,14.58,48.92,0.02,0.026,0.076,0.08,0.26,1701,2221,2499,2424,3493,-2.8,0.9,1.5,1.5,4.4,17.7,20.4,22,21.9,28.2
13328,14.58,49.08,0.02,0.039,0.082,0.09,0.26,1702,2218,2499,2425,3476,-2.9,1,1.7,1.8,4.4,17.7,20.4,22.1,22,28.2
13329,14.58,49.25,0.02,0.065,0.104,0.12,0.27,1747,2259,2538,2474,3516,-2.9,1.3,1.9,1.9,4.8,17.9,20.6,22.3,22.2,28.3
13330,14.58,49.42,0.02,0.069,0.107,0.13,0.27,1708,2222,2489,2429,3457,-3,1.1,1.8,1.7,4.7,17.8,20.4,22,22,28
13331,14.58,49.58,0.02,0.047,0.086,0.1,0.24,1677,2191,2452,2395,3422,-3,1.2,1.9,1.7,4.7,17.6,20.3,21.9,21.8,27.8
13332,14.58,49.75,0.02,0.1,0.138,0.16,0.29,1876,2424,2707,2637,3742,-2.4,2.1,2.9,2.5,5.4,18.6,21.2,22.8,22.7,28.5
13333,14.58,49.92,0.02,0.106,0.137,0.16,0.29,1893,2447,2728,2658,3769,-2.3,2.2,2.9,2.6,5.5,18.6,21.3,22.8,22.7,28.5
13334,14.58,50.08,0.1,0.16,0.181,0.23,0.33,2035,2603,2897,2819,3982,-1.9,2.8,3.5,3.2,6.1,19.3,21.9,23.4,23.3,29
13335,14.58,50.25,0.13,0.182,0.205,0.25,0.35,2073,2641,2941,2862,4037,-1.8,2.9,3.7,3.3,6.3,19.5,21.9,23.4,23.3,28.9
13336,14.58,50.42,0.02,0.11,0.142,0.17,0.29,1867,2361,2635,2565,3638,-2.6,1.8,2.7,2.3,5.3,18.6,20.8,22.3,22.2,27.7
13337,14.58,50.58,0.02,0.074,0.104,0.13,0.26,1817,2258,2528,2462,3498,-2.6,1.6,2.4,2,5,18.5,20.3,21.8,21.7,27.2
13338,14.58,50.75,0.02,0.017,0.027,0.04,0.19,1701,2103,2351,2291,3280,-3,1.1,1.9,1.5,4.5,17.8,19.6,21.1,21,26.5
13339,14.58,50.92,0.02,0.017,0.017,0.02,0.13,1622,2035,2284,2222,3193,-3.2,0.7,1.7,1.3,4.3,17.4,19.4,20.9,20.8,26.3
13340,14.58,51.08,0.02,0.017,0.018,0.02,0.15,1735,2186,2441,2374,3396,-2.7,1.3,2.4,1.8,4.8,17.9,20,21.4,21.3,26.7
13341,14.58,51.25,0.02,0.019,0.043,0.06,0.21,1936,2440,2724,2642,3742,-2,2,3.1,2.5,5.7,18.9,21.1,22.6,22.4,27.8
13342,14.58,51.42,0.02,0.033,0.059,0.08,0.23,1970,2450,2736,2648,3736,-1.9,1.8,2.9,2.5,5.6,19,21.2,22.7,22.4,27.8
13343,14.58,51.58,0.02,0.041,0.068,0.09,0.24,1955,2414,2684,2603,3663,-2.2,1.5,2.6,2.2,5.4,19,21.1,22.6,22.3,27.6
13344,14.58,51.75,0.02,0.069,0.1,0.13,0.27,2003,2442,2721,2636,3687,-2.3,1.3,2.4,2,5.4,19.2,21.2,22.7,22.4,27.8
13345,14.58,51.92,0.02,0.087,0.118,0.14,0.28,2004,2436,2703,2620,3642,-2.6,1,2.1,1.7,5.2,19.3,21.3,22.8,22.4,27.7
13346,14.58,52.08,0.02,0.088,0.121,0.15,0.29,1956,2379,2646,2562,3554,-3.1,0.7,1.7,1.3,4.8,19.1,21.1,22.6,22.2,27.5
13347,14.58,52.25,0.05,0.124,0.155,0.18,0.32,2006,2415,2689,2603,3599,-3.3,0.4,1.4,1,4.5,19.4,21.2,22.7,22.4,27.7
13348,14.58,52.42,0.06,0.121,0.149,0.18,0.31,2010,2429,2705,2614,3600,-3.3,0.3,1.4,1,4.4,19.4,21.3,22.9,22.3,27.5
13349,14.58,52.58,0.07,0.115,0.146,0.17,0.3,2025,2454,2730,2636,3627,-2.9,0.6,1.7,1.3,4.6,19.5,21.5,23,22.4,27.5
13350,14.58,52.75,0.06,0.09,0.121,0.14,0.28,1973,2403,2677,2571,3561,-2.8,0.8,1.8,1.4,4.6,19.2,21.3,22.9,22.1,27.1
13351,14.58,52.92,0.05,0.073,0.101,0.12,0.25,1932,2369,2645,2542,3533,-2.6,1,1.9,1.5,4.7,19,21.2,22.8,22,26.9
13352,14.58,53.08,0.05,0.063,0.092,0.11,0.24,1916,2364,2647,2529,3542,-2.2,1.3,2.3,1.8,4.9,18.9,21.3,22.9,21.9,26.8
13353,14.58,53.25,0.06,0.065,0.097,0.11,0.24,1934,2383,2675,2546,3596,-1.6,1.8,2.8,2.3,5.4,19,21.4,23,21.9,26.6
13354,14.58,53.42,0.06,0.062,0.085,0.1,0.22,1921,2393,2704,2543,3620,-1.5,2,3,2.6,5.7,18.8,21.4,23.1,21.8,26.5
13355,14.58,53.58,0.07,0.067,0.089,0.1,0.2,1948,2457,2780,2591,3651,-1.5,1.9,2.9,2.5,5.6,19.1,21.7,23.3,22,26.5
13356,14.58,53.75,0.08,0.07,0.092,0.1,0.18,1980,2508,2838,2633,3670,-1.6,1.8,2.8,2.4,5.6,19.2,22.1,23.6,22.2,26.6
13357,14.58,53.92,0.08,0.072,0.094,0.09,0.16,1975,2514,2846,2611,3612,-1.5,1.7,2.6,2.2,5.1,19,22.2,23.9,22.2,26.3
13358,14.58,56.08,0.08,0.089,0.11,0.1,0.18,1554,1980,2297,2052,3060,-0.8,2.5,3.4,2.7,5.1,17.1,19.4,20.8,19.6,23.7
13359,14.58,56.25,0.06,0.062,0.085,0.08,0.16,1505,1898,2207,1987,2960,-1.3,2.1,2.9,2.4,4.8,17,19,20.3,19.3,23.4
13360,14.58,56.42,0.03,0.032,0.05,0.05,0.13,1426,1792,2079,1891,2833,-1.6,1.7,2.6,2,4.5,16.7,18.5,19.8,18.9,22.9
13361,14.58,56.58,0.02,0.022,0.035,0.04,0.12,1414,1741,2017,1856,2791,-2,1.4,2.3,1.7,4.3,16.6,18.1,19.5,18.7,22.7
13362,14.58,56.75,0.02,0.021,0.032,0.04,0.12,1424,1727,1999,1849,2805,-2,1.4,2.3,1.7,4.5,16.7,18.1,19.4,18.7,22.7
13363,14.58,56.92,0.02,0.02,0.023,0.03,0.11,1405,1689,1953,1820,2757,-2.2,1.2,2.2,1.6,4.5,16.6,18,19.3,18.6,22.5
13364,14.58,57.08,0.02,0.02,0.021,0.02,0.09,1331,1592,1828,1717,2602,-2.7,0.8,1.8,1.1,4.2,16.3,17.6,18.9,18.2,22.1
13365,14.58,57.25,0.02,0.02,0.021,0.02,0.09,1317,1564,1795,1688,2558,-2.9,0.6,1.7,1.1,4.4,16.3,17.6,18.8,18.1,22
13366,14.58,57.42,0.02,0.02,0.02,0.02,0.08,1282,1507,1732,1639,2482,-3.2,0.3,1.3,0.7,4,16.2,17.3,18.5,17.9,21.7
13367,14.58,57.58,0.02,0.02,0.02,0.02,0.06,1199,1411,1620,1542,2337,-3.7,-0.4,0.7,0.1,3.4,15.9,17,18,17.6,21.3
13368,14.58,57.75,0.02,0.02,0.02,0.02,0.07,1223,1428,1644,1561,2363,-3.8,-0.4,0.7,0.1,3.3,16,17.2,18.1,17.8,21.3
13369,14.58,57.92,0.02,0.02,0.02,0.02,0.08,1249,1451,1666,1585,2387,-3.8,-0.4,0.7,0.1,3.4,16.2,17.2,18.2,17.8,21.4
13370,14.58,58.08,0.02,0.02,0.02,0.02,0.1,1311,1521,1736,1655,2479,-3.7,-0.2,0.9,0.3,3.6,16.6,17.6,18.5,18.1,21.7
13371,14.58,58.25,0.04,0.02,0.023,0.04,0.12,1404,1618,1844,1758,2617,-3.3,0.1,1.2,0.6,3.9,17,18.1,19.1,18.7,22.2
13372,14.58,58.42,0.05,0.02,0.024,0.03,0.12,1404,1625,1847,1765,2624,-3.4,0,1.1,0.5,3.8,17,18.2,19.1,18.7,22.2
13373,14.58,58.58,0.04,0.02,0.021,0.02,0.1,1382,1593,1816,1739,2584,-3.8,-0.3,0.8,0.2,3.5,16.9,18.1,19,18.6,22.1
13374,14.58,58.75,0.02,0.02,0.02,0.02,0.07,1307,1522,1736,1659,2483,-4.2,-0.8,0.4,-0.2,3.2,16.7,17.8,18.7,18.4,21.7
