id,long,lat,dro1945,dro2045B1,dro2095B1,dro2045A1fi,dro2095A1fi,gdd1945,gdd2045B1,gdd2095B1,gdd2045A1fi,gdd2095A1fi,Tc1945,Tc2045B1,Tc2095B1,Tc2045A1fi,Tc2095A1fi,Tw1945,Tw2045B1,Tw2095B1,Tw2045A1fi,Tw2095A1fi
1767,-4.75,57.58,0.02,0.02,0.022,0.02,0.02,1090,1368,1618,1457,2232,1.7,3.6,4.2,4,5.9,13.5,14.5,15.3,14.9,17.3
1768,-4.75,57.75,0.02,0.018,0.021,0.02,0.02,876,1100,1300,1185,1866,0.8,2.8,3.3,3.2,5.1,12.4,13.5,14.3,13.9,16.3
1769,-4.75,57.92,0.02,0.02,0.022,0.02,0.02,995,1254,1487,1332,2070,1.5,3.5,4.1,3.9,5.8,12.9,14.1,14.9,14.5,16.9
1770,-4.75,58.08,0.02,0.021,0.022,0.02,0.02,1022,1278,1516,1341,2082,1.9,3.8,4.4,4.2,6.2,12.9,14.1,14.8,14.4,16.8
1771,-4.75,58.25,0.02,0.02,0.023,0.02,0.02,942,1154,1377,1227,1914,1.9,3.8,4.4,4.2,6,12.4,13.5,14.2,13.9,16
1772,-4.75,58.42,0.02,0.022,0.023,0.02,0.02,985,1211,1447,1276,1960,2.5,4.3,4.8,4.5,6.2,12.6,13.5,14.2,13.8,15.8
1773,-4.75,58.58,0.02,0.024,0.024,0.02,0.02,1278,1598,1832,1647,2292,3.9,5.7,6.3,5.9,7.4,13.5,14.3,14.9,14.6,16.5
1774,-4.58,35.08,0.43,0.511,0.558,0.52,0.64,3889,4644,5126,4915,6438,9.1,11,11.9,11.3,14,23.4,26.2,28,26.4,30.9
1775,-4.58,36.58,0.47,0.573,0.623,0.59,0.71,4287,5080,5528,5363,6840,10.3,12.2,13,12.7,15.4,24.2,28.1,30.3,28.6,34.7
1776,-4.58,36.75,0.48,0.603,0.652,0.62,0.73,4437,5214,5668,5497,6978,10.5,12.3,13.1,12.8,15.5,24.8,28.7,31,29.3,35.5
1777,-4.58,36.92,0.43,0.526,0.583,0.54,0.69,3702,4507,4955,4799,6301,7.6,9.4,10.2,10,12.7,23.7,27.9,30.2,28.5,34.9
1778,-4.58,37.08,0.45,0.55,0.606,0.57,0.7,3951,4753,5210,5048,6560,8.3,10,10.7,10.5,13.2,24.5,28.7,31.2,29.4,36.1
1779,-4.58,37.25,0.46,0.555,0.611,0.57,0.71,4070,4887,5338,5197,6722,8.3,10.1,10.8,10.7,13.3,25.1,29.4,31.9,30.1,37.1
1780,-4.58,37.42,0.46,0.557,0.611,0.57,0.71,4162,4991,5439,5301,6820,8.3,10,10.8,10.6,13.1,25.5,30,32.6,30.8,37.9
1781,-4.58,37.58,0.46,0.552,0.608,0.57,0.7,4198,5034,5488,5347,6878,8.2,9.9,10.7,10.5,13,25.9,30.5,33,31.2,38.3
1782,-4.58,37.75,0.47,0.572,0.625,0.59,0.72,4399,5247,5692,5554,7078,8.6,10.4,11.1,10.9,13.4,26.5,31.2,33.7,31.9,39
1783,-4.58,37.92,0.48,0.596,0.647,0.61,0.73,4448,5286,5738,5603,7130,8.6,10.3,11,10.8,13.3,26.8,31.3,33.9,32.1,39.2
1784,-4.58,38.08,0.46,0.563,0.618,0.58,0.71,4023,4879,5327,5193,6726,7.2,9.1,9.8,9.5,12,26.1,30.6,33.1,31.4,38.4
1785,-4.58,38.25,0.43,0.519,0.579,0.53,0.67,3542,4399,4838,4706,6246,5.9,7.6,8.4,8,10.5,25.1,29.6,32.1,30.3,37.2
1786,-4.58,38.42,0.44,0.558,0.614,0.57,0.7,3573,4439,4890,4758,6289,5.9,7.7,8.5,8.1,10.5,25.2,29.8,32.2,30.4,37.3
1787,-4.58,38.58,0.44,0.576,0.632,0.58,0.71,3482,4356,4808,4658,6204,5.6,7.4,8.1,7.7,10.2,25,29.5,31.9,30.2,37
1788,-4.58,38.75,0.46,0.622,0.673,0.63,0.74,3527,4427,4884,4722,6261,5.7,7.5,8.2,7.8,10.3,25.2,29.8,32.2,30.4,37
1789,-4.58,38.92,0.47,0.625,0.679,0.63,0.75,3387,4275,4738,4573,6116,5.3,7,7.8,7.4,9.7,24.8,29.4,31.8,30,36.6
1790,-4.58,39.08,0.5,0.658,0.71,0.66,0.77,3397,4302,4759,4591,6112,5.4,7.1,7.9,7.4,9.8,24.8,29.4,31.7,30,36.4
1791,-4.58,39.25,0.53,0.68,0.729,0.68,0.78,3348,4268,4735,4542,6079,5.3,7,7.7,7.3,9.7,24.7,29.2,31.4,29.8,36.3
1792,-4.58,39.42,0.49,0.659,0.712,0.66,0.77,3119,4043,4501,4314,5836,4.8,6.4,7.2,6.8,9.1,24,28.6,30.8,29.1,35.7
1793,-4.58,39.58,0.43,0.591,0.658,0.59,0.72,2794,3663,4130,3940,5461,3.8,5.6,6.3,5.9,8.3,23.1,27.6,29.8,28.2,34.7
1794,-4.58,39.75,0.56,0.726,0.77,0.72,0.82,3266,4189,4656,4454,5972,5.2,6.9,7.7,7.3,9.6,24.3,28.8,31.1,29.4,36
1795,-4.58,39.92,0.66,0.785,0.821,0.78,0.86,3566,4487,4942,4749,6264,6,7.7,8.4,8,10.4,25,29.5,31.7,30,36.6
1796,-4.58,40.08,0.67,0.792,0.827,0.8,0.86,3493,4411,4869,4673,6188,5.9,7.6,8.3,7.9,10.2,24.7,29.2,31.4,29.7,36.3
1797,-4.58,40.25,0.58,0.717,0.764,0.71,0.81,2903,3784,4254,4049,5564,4.4,6,6.7,6.3,8.7,23.1,27.6,29.8,28.1,34.6
1798,-4.58,40.42,0.43,0.584,0.64,0.58,0.71,2307,3076,3533,3339,4840,2.7,4.4,5.2,4.7,7.1,20.9,25.4,27.7,26,32.5
1799,-4.58,40.58,0.41,0.525,0.585,0.53,0.66,2056,2778,3204,3017,4496,2.1,3.7,4.5,4,6.4,19.8,24.4,26.7,25,31.5
1800,-4.58,40.75,0.48,0.599,0.648,0.59,0.72,2225,2968,3411,3221,4724,2.5,4.2,5,4.6,7.1,20.2,24.8,27,25.4,31.9
1801,-4.58,40.92,0.57,0.658,0.712,0.66,0.77,2443,3242,3700,3504,4989,3.1,5,5.8,5.3,7.7,21,25.6,27.8,26.1,32.6
1802,-4.58,41.08,0.6,0.674,0.728,0.68,0.78,2485,3315,3767,3586,5065,3.3,5.2,6,5.6,8.1,21,25.7,27.9,26.2,32.7
1803,-4.58,41.25,0.63,0.696,0.745,0.7,0.79,2547,3421,3876,3698,5180,3.4,5.4,6.2,5.8,8.3,21,25.8,28.1,26.4,32.9
1804,-4.58,41.42,0.6,0.679,0.728,0.68,0.77,2465,3351,3800,3625,5110,3.2,5.3,6.1,5.7,8.3,20.6,25.5,27.8,26.1,32.5
1805,-4.58,41.58,0.6,0.672,0.715,0.67,0.76,2439,3318,3760,3607,5077,3.1,5.2,6,5.6,8.2,20.5,25.4,27.5,26,32.3
1806,-4.58,41.75,0.59,0.662,0.702,0.66,0.74,2351,3251,3681,3528,4997,2.9,5.2,6,5.6,8.2,20,25.1,27.2,25.7,31.9
1807,-4.58,41.92,0.59,0.66,0.7,0.66,0.74,2228,3108,3547,3388,4851,2.8,5,5.8,5.4,8,19.5,24.5,26.7,25.2,31.4
1808,-4.58,42.08,0.59,0.663,0.702,0.66,0.74,2245,3138,3574,3424,4875,3,5.3,6.2,5.6,8.3,19.3,24.4,26.6,25.1,31.3
1809,-4.58,42.25,0.47,0.576,0.626,0.57,0.68,2127,2998,3431,3275,4729,2.8,5.1,6,5.5,8.1,18.7,23.8,26,24.5,30.8
1810,-4.58,42.42,0.35,0.463,0.518,0.48,0.61,1975,2822,3254,3095,4531,2.5,4.8,5.7,5.2,7.9,18,23.2,25.4,23.9,30.1
1811,-4.58,42.58,0.27,0.388,0.436,0.4,0.54,1773,2572,2995,2840,4281,2.2,4.5,5.3,4.8,7.5,17.1,22.3,24.4,22.9,29.3
1812,-4.58,42.75,0.18,0.301,0.353,0.32,0.47,1520,2270,2659,2521,3928,1.3,3.7,4.6,4,6.7,16.1,21.1,23.3,21.8,28.2
1813,-4.58,42.92,0.06,0.18,0.242,0.2,0.36,1089,1748,2091,1963,3226,-0.3,2,2.9,2.4,5.1,14.2,19.2,21.4,19.9,26.2
1814,-4.58,43.08,0.07,0.191,0.248,0.21,0.38,1523,2297,2699,2555,3945,2.3,4.5,5.4,4.9,7.6,15.8,20.5,22.4,21.1,27.6
1815,-4.58,43.25,0.06,0.18,0.234,0.2,0.35,2021,2952,3358,3208,4564,4.5,7,7.9,7.3,10.1,17,21.3,23.5,22.1,28.7
1816,-4.58,43.42,0.06,0.18,0.234,0.2,0.34,2843,3745,4136,3995,5281,7.4,9.6,10.5,10,12.6,18.6,22.6,24.8,23.5,30
1817,-4.58,48.08,0.02,0.049,0.082,0.06,0.17,2399,3077,3321,3202,3985,7,8.9,9.5,9.2,10.9,16.7,19.1,19.9,19.6,22.6
1818,-4.58,48.25,0.02,0.049,0.084,0.06,0.17,2392,3077,3327,3208,4003,7,9,9.6,9.2,11,16.6,19.1,20,19.7,22.6
1819,-4.58,48.42,0.02,0.038,0.069,0.05,0.15,2332,2998,3254,3132,3927,6.8,8.6,9.2,8.9,10.6,16.5,18.9,19.8,19.5,22.4
1820,-4.58,48.58,0.02,0.046,0.082,0.06,0.16,2365,3044,3290,3165,3963,6.9,8.8,9.4,9.1,10.9,16.5,19,19.9,19.5,22.5
1821,-4.58,50.42,0.02,0.021,0.021,0.02,0.03,2171,2673,2947,2788,3610,6.1,7.8,8.4,8.1,9.9,16.3,18,18.9,18.5,21.2
1822,-4.58,50.58,0.02,0.021,0.021,0.02,0.02,1815,2314,2591,2433,3248,5,6.7,7.3,7,8.9,15.4,17.1,18,17.6,20.3
1823,-4.58,50.75,0.02,0.021,0.021,0.02,0.03,2080,2566,2843,2688,3525,5.8,7.4,8.1,7.7,9.6,16.1,17.7,18.6,18.2,20.9
1824,-4.58,50.92,0.02,0.021,0.021,0.02,0.06,2083,2566,2834,2697,3550,5.7,7.5,8.1,7.8,9.8,16,17.7,18.5,18.2,20.9
1825,-4.58,51.75,0.02,0.021,0.022,0.02,0.12,1913,2408,2685,2579,3502,5.1,6.6,7.3,7,9,15.8,17.7,18.7,18.4,21.8
1826,-4.58,51.92,0.02,0.021,0.021,0.02,0.1,1781,2269,2552,2448,3383,4.8,6.3,7,6.7,8.7,15.4,17.3,18.4,18.1,21.7
1827,-4.58,52.08,0.02,0.021,0.035,0.02,0.15,1855,2351,2631,2537,3477,5,6.6,7.2,7,9,15.6,17.6,18.7,18.4,22.2
1828,-4.58,52.92,0.02,0.022,0.022,0.02,0.05,1818,2299,2585,2482,3426,4.8,6.4,7.1,6.8,8.8,15.4,17.4,18.5,18.3,22.1
1829,-4.58,53.25,0.02,0.022,0.046,0.02,0.18,1959,2463,2750,2637,3590,5.2,7,7.6,7.4,9.4,15.8,17.8,18.8,18.6,22.4
1830,-4.58,54.08,0.02,0.023,0.023,0.02,0.06,1636,2135,2399,2271,3133,4.7,6.4,7,6.8,8.7,14.6,16.3,17.1,16.9,19.9
1831,-4.58,54.25,0.02,0.023,0.023,0.02,0.02,1504,1970,2232,2104,2950,4.2,6,6.5,6.4,8.3,14.2,15.8,16.6,16.4,19.2
1832,-4.58,54.75,0.02,0.023,0.023,0.02,0.02,1527,1986,2247,2119,2941,3.8,5.7,6.3,6.1,8,14.5,16.1,16.8,16.6,19.2
1833,-4.58,54.92,0.02,0.023,0.023,0.02,0.02,1476,1894,2156,2034,2856,3.3,5.4,6,5.8,7.7,14.5,15.8,16.6,16.3,18.9
1834,-4.58,55.08,0.02,0.022,0.023,0.02,0.02,1244,1588,1849,1719,2545,2.3,4.5,5,4.9,6.8,13.7,14.9,15.7,15.4,18.1
1835,-4.58,55.25,0.02,0.021,0.022,0.02,0.02,1112,1420,1659,1540,2348,1.8,4,4.5,4.4,6.3,13.2,14.4,15.1,14.9,17.5
1836,-4.58,55.42,0.02,0.023,0.023,0.02,0.02,1433,1870,2135,1998,2819,3.1,5.3,5.9,5.7,7.5,14.4,15.7,16.4,16.2,18.8
1837,-4.58,55.58,0.02,0.023,0.023,0.02,0.02,1516,1977,2250,2104,2923,3.3,5.5,6,5.9,7.6,14.8,15.9,16.7,16.4,19
1838,-4.58,55.75,0.02,0.023,0.023,0.02,0.02,1435,1867,2132,1995,2816,2.8,5.1,5.6,5.5,7.3,14.6,15.7,16.5,16.2,18.7
1839,-4.58,55.92,0.02,0.023,0.022,0.02,0.02,1448,1861,2126,1989,2807,2.8,4.9,5.4,5.3,7,14.8,15.8,16.6,16.3,18.8
1840,-4.58,56.08,0.02,0.022,0.023,0.02,0.02,1349,1726,1992,1837,2652,2.4,4.5,5,4.9,6.5,14.4,15.4,16.2,15.8,18.3
1841,-4.58,56.25,0.02,0.019,0.021,0.02,0.02,1037,1302,1535,1405,2162,1.1,3.3,3.8,3.6,5.3,13.1,14.2,15,14.6,17.1
1842,-4.58,56.42,0.02,0.018,0.019,0.02,0.02,819,1039,1202,1130,1780,0.1,2.1,2.6,2.5,4.1,12.2,13.1,13.9,13.5,15.9
1843,-4.58,56.58,0.02,0.018,0.019,0.02,0.02,814,1036,1195,1121,1761,0,2.1,2.7,2.5,4.2,12.3,13.2,13.9,13.5,16
1844,-4.58,56.75,0.02,0.018,0.018,0.02,0.02,784,996,1164,1083,1700,-0.2,2,2.5,2.4,4.1,12,13,13.8,13.4,15.8
1845,-4.58,56.92,0.02,0.017,0.018,0.02,0.02,735,934,1090,1023,1612,-0.4,1.7,2.3,2,3.8,11.8,12.7,13.5,13.1,15.5
1846,-4.58,57.08,0.02,0.018,0.019,0.02,0.02,813,1030,1196,1110,1744,0.1,2.1,2.7,2.5,4.3,12.2,13.2,14,13.6,16.1
1847,-4.58,57.25,0.02,0.02,0.021,0.02,0.02,1088,1362,1602,1453,2229,1.4,3.5,4,3.9,5.8,13.5,14.5,15.3,14.9,17.3
1848,-4.58,57.42,0.02,0.021,0.022,0.02,0.02,1155,1451,1706,1543,2341,1.9,3.9,4.5,4.3,6.2,13.8,14.8,15.6,15.2,17.6
1849,-4.58,57.58,0.02,0.021,0.022,0.02,0.02,1117,1404,1658,1486,2283,1.7,3.7,4.3,4.1,6.1,13.6,14.6,15.3,14.9,17.4
1850,-4.58,57.75,0.02,0.018,0.02,0.02,0.02,794,998,1169,1078,1713,0.3,2.3,2.9,2.7,4.7,12,13,13.8,13.4,15.8
1851,-4.58,57.92,0.02,0.021,0.022,0.02,0.02,1113,1381,1635,1463,2228,1.9,3.8,4.4,4.2,6.2,13.5,14.5,15.3,14.9,17.3
1852,-4.58,58.08,0.02,0.021,0.023,0.02,0.02,1094,1361,1610,1433,2188,2,3.9,4.6,4.3,6.2,13.4,14.4,15.1,14.7,17.2
1853,-4.58,58.25,0.02,0.021,0.023,0.02,0.02,1029,1276,1516,1336,2046,2,3.9,4.4,4.2,5.9,12.9,14.1,14.8,14.4,16.7
1854,-4.58,58.42,0.02,0.023,0.024,0.02,0.02,1077,1328,1572,1380,2070,2.7,4.4,4.9,4.7,6.3,13,14,14.7,14.3,16.4
1855,-4.58,58.58,0.02,0.024,0.024,0.02,0.02,1186,1474,1714,1522,2173,3.4,5.2,5.7,5.4,6.8,13.3,14.2,14.8,14.5,16.5
1856,-4.42,35.08,0.46,0.586,0.628,0.59,0.7,4214,4978,5466,5246,6796,10.2,12.2,13.2,12.5,15.5,24.1,27,28.8,27.2,31.7
1857,-4.42,36.75,0.48,0.62,0.668,0.63,0.75,4276,5071,5513,5351,6850,9.9,11.7,12.5,12.2,14.9,24.6,28.4,30.6,28.9,35.1
1858,-4.42,36.92,0.43,0.536,0.594,0.55,0.69,3504,4300,4751,4598,6101,7,8.7,9.5,9.3,12,23.5,27.4,29.7,27.9,34.3
1859,-4.42,37.08,0.43,0.537,0.598,0.55,0.7,3593,4401,4843,4702,6220,6.9,8.7,9.5,9.3,11.9,24,28.1,30.4,28.7,35.4
1860,-4.42,37.25,0.45,0.561,0.619,0.58,0.71,3864,4674,5126,4979,6509,7.5,9.3,10,9.9,12.5,24.8,29,31.5,29.8,36.7
1861,-4.42,37.42,0.44,0.535,0.593,0.55,0.69,3764,4584,5038,4888,6421,7,8.8,9.5,9.3,12,25,29.3,31.8,30,37.1
1862,-4.42,37.58,0.45,0.547,0.605,0.56,0.7,3971,4788,5239,5101,6629,7.4,9.1,9.9,9.7,12.2,25.5,30,32.6,30.8,37.9
1863,-4.42,37.75,0.47,0.582,0.633,0.6,0.73,4317,5159,5604,5469,6999,8.4,10.1,10.9,10.7,13.2,26.4,31,33.5,31.7,38.8
1864,-4.42,37.92,0.48,0.611,0.657,0.62,0.74,4406,5250,5698,5564,7094,8.6,10.3,11,10.8,13.4,26.9,31.4,33.9,32.1,39.2
1865,-4.42,38.08,0.47,0.614,0.661,0.63,0.75,4281,5122,5571,5433,6966,8.1,9.8,10.5,10.3,12.8,26.7,31.2,33.7,31.9,39
1866,-4.42,38.25,0.43,0.54,0.598,0.55,0.69,3561,4405,4844,4719,6243,5.8,7.7,8.4,8.1,10.6,25.3,29.7,32.2,30.4,37.4
1867,-4.42,38.42,0.43,0.551,0.608,0.56,0.7,3427,4277,4732,4594,6134,5.5,7.2,8,7.6,10.1,24.9,29.4,31.9,30.1,37
1868,-4.42,38.58,0.43,0.561,0.62,0.57,0.7,3305,4180,4635,4482,6018,5.1,6.9,7.7,7.3,9.7,24.8,29.1,31.5,29.8,36.6
1869,-4.42,38.75,0.44,0.609,0.665,0.62,0.74,3363,4253,4714,4552,6088,5.2,6.9,7.7,7.3,9.7,24.8,29.4,31.8,30,36.8
1870,-4.42,38.92,0.5,0.657,0.704,0.66,0.77,3464,4360,4820,4649,6176,5.5,7.2,8,7.5,9.9,25.1,29.5,31.9,30.2,36.7
1871,-4.42,39.08,0.48,0.644,0.697,0.64,0.76,3243,4147,4611,4427,5967,4.8,6.6,7.4,6.9,9.3,24.6,29,31.3,29.6,36
1872,-4.42,39.25,0.51,0.668,0.718,0.67,0.78,3239,4147,4617,4421,5951,4.9,6.7,7.5,7,9.4,24.5,29,31.3,29.6,36.1
1873,-4.42,39.42,0.45,0.621,0.679,0.62,0.74,2955,3849,4309,4114,5635,4.3,6,6.7,6.3,8.7,23.7,28.2,30.4,28.7,35.3
1874,-4.42,39.58,0.44,0.599,0.661,0.6,0.73,2821,3697,4167,3971,5492,3.8,5.6,6.3,5.9,8.3,23.3,27.7,29.9,28.3,34.9
1875,-4.42,39.75,0.57,0.735,0.779,0.73,0.83,3342,4271,4744,4536,6055,5.4,7.2,8,7.5,9.9,24.6,29.1,31.3,29.7,36.2
1876,-4.42,39.92,0.63,0.77,0.809,0.77,0.85,3484,4405,4866,4667,6185,5.8,7.5,8.3,7.9,10.2,24.9,29.4,31.6,29.9,36.5
1877,-4.42,40.08,0.67,0.793,0.826,0.79,0.86,3539,4454,4920,4718,6234,6,7.6,8.4,8,10.3,24.8,29.4,31.6,29.9,36.6
1878,-4.42,40.25,0.6,0.746,0.789,0.75,0.83,3125,4034,4504,4301,5820,5,6.6,7.4,7,9.3,23.8,28.3,30.5,28.8,35.4
1879,-4.42,40.42,0.59,0.707,0.758,0.71,0.81,2884,3775,4245,4040,5546,4.3,6,6.8,6.4,8.7,22.9,27.4,29.7,28,34.5
1880,-4.42,40.58,0.37,0.486,0.53,0.49,0.61,2022,2747,3168,2983,4457,1.9,3.6,4.3,3.9,6.4,19.7,24.4,26.6,24.9,31.4
1881,-4.42,40.75,0.39,0.5,0.541,0.51,0.62,2090,2800,3230,3041,4517,2.1,3.8,4.6,4.1,6.6,19.9,24.4,26.6,25,31.3
1882,-4.42,40.92,0.51,0.606,0.666,0.61,0.73,2424,3209,3663,3480,4974,3,4.9,5.7,5.2,7.7,21,25.6,27.8,26.1,32.6
1883,-4.42,41.08,0.57,0.648,0.704,0.65,0.76,2524,3367,3818,3632,5119,3.4,5.3,6.1,5.7,8.3,21.2,25.8,28,26.4,32.9
1884,-4.42,41.25,0.6,0.668,0.721,0.67,0.77,2581,3446,3900,3729,5205,3.5,5.5,6.3,5.9,8.4,21.3,26,28.2,26.6,33
1885,-4.42,41.42,0.58,0.649,0.702,0.65,0.75,2445,3297,3754,3580,5071,3.2,5.2,6,5.6,8.2,20.6,25.4,27.7,26,32.5
1886,-4.42,41.58,0.57,0.646,0.695,0.65,0.74,2376,3236,3687,3510,4985,3.1,5.1,6,5.5,8.1,20.3,25.3,27.5,25.9,32.2
1887,-4.42,41.75,0.57,0.646,0.692,0.65,0.73,2295,3156,3602,3431,4915,2.9,5,5.8,5.3,8,19.7,24.9,27.1,25.5,31.8
1888,-4.42,41.92,0.59,0.667,0.709,0.67,0.75,2284,3165,3602,3445,4915,3,5.2,6,5.6,8.2,19.6,24.7,26.8,25.3,31.7
1889,-4.42,42.08,0.53,0.623,0.67,0.63,0.72,2135,2983,3419,3272,4717,2.8,4.9,5.8,5.3,7.9,18.9,24,26.2,24.7,31
1890,-4.42,42.25,0.47,0.577,0.628,0.58,0.68,2134,2998,3431,3281,4714,2.9,5.2,6,5.6,8.2,18.6,23.8,26,24.5,30.7
1891,-4.42,42.42,0.35,0.476,0.534,0.49,0.61,2004,2848,3278,3125,4558,2.7,5,5.8,5.4,8,18.1,23.2,25.4,23.9,30.1
1892,-4.42,42.58,0.27,0.395,0.446,0.42,0.55,1823,2632,3056,2906,4333,2.4,4.6,5.4,5,7.6,17.4,22.5,24.7,23.2,29.4
1893,-4.42,42.75,0.18,0.318,0.368,0.34,0.49,1608,2369,2779,2628,4053,1.9,4.1,5,4.5,7.2,16.4,21.4,23.6,22.1,28.3
1894,-4.42,42.92,0.08,0.213,0.274,0.24,0.39,1250,1939,2295,2167,3514,0.6,2.9,3.8,3.3,6,14.8,19.9,22.1,20.6,26.8
1895,-4.42,43.08,0.03,0.154,0.21,0.18,0.33,1167,1835,2182,2054,3362,0.5,2.8,3.7,3.2,5.9,14.4,19.2,21.3,19.9,26.3
1896,-4.42,43.25,0.07,0.19,0.246,0.21,0.36,2296,3223,3632,3479,4838,5.5,7.7,8.6,8.1,10.8,17.6,22.1,24,22.7,29.2
1897,-4.42,43.42,0.07,0.188,0.243,0.21,0.35,3050,3952,4339,4196,5491,8,10.4,11.3,10.7,13.4,19,23.2,25,23.7,30
1898,-4.42,47.92,0.02,0.058,0.093,0.07,0.18,2420,3089,3327,3208,3994,7,8.9,9.5,9.1,10.9,16.8,19.2,20,19.7,22.7
1899,-4.42,48.08,0.02,0.052,0.088,0.06,0.17,2362,3038,3284,3169,3954,6.8,8.7,9.3,9,10.8,16.6,19.1,20,19.7,22.6
1900,-4.42,48.25,0.02,0.053,0.089,0.06,0.17,2362,3032,3284,3172,3963,6.8,8.7,9.3,9,10.8,16.7,19.1,20,19.7,22.6
1901,-4.42,48.42,0.02,0.044,0.082,0.06,0.16,2298,2968,3224,3096,3894,6.6,8.4,9.1,8.7,10.5,16.5,19,19.9,19.5,22.5
1902,-4.42,48.58,0.02,0.049,0.087,0.06,0.16,2341,3016,3269,3138,3942,6.7,8.7,9.3,8.9,10.8,16.5,19,19.9,19.5,22.5
1903,-4.42,50.42,0.02,0.021,0.021,0.02,0.04,2192,2682,2959,2797,3610,6.2,7.7,8.4,8,9.9,16.4,18.1,19,18.6,21.3
1904,-4.42,50.58,0.02,0.021,0.021,0.02,0.02,2013,2518,2789,2630,3449,5.5,7.2,7.8,7.5,9.4,15.9,17.7,18.6,18.2,20.8
1905,-4.42,50.75,0.02,0.021,0.021,0.02,0.06,2104,2594,2868,2712,3546,5.8,7.4,8.1,7.7,9.6,16.2,17.9,18.7,18.4,21.1
1906,-4.42,50.92,0.02,0.021,0.021,0.02,0.04,1998,2481,2749,2618,3468,5.4,7.1,7.7,7.4,9.4,15.9,17.6,18.4,18.1,20.8
1907,-4.42,51.75,0.02,0.021,0.021,0.02,0.11,1971,2457,2728,2631,3557,5.2,6.6,7.3,7,9,16,18,18.9,18.7,22.1
1908,-4.42,51.92,0.02,0.021,0.021,0.02,0.05,1761,2232,2518,2415,3347,4.5,6.1,6.8,6.5,8.5,15.4,17.3,18.4,18.2,21.8
1909,-4.42,52.08,0.02,0.021,0.021,0.02,0.05,1737,2211,2485,2391,3331,4.6,6.1,6.7,6.5,8.5,15.3,17.3,18.3,18.1,21.9
1910,-4.42,52.92,0.02,0.022,0.022,0.02,0.02,1749,2214,2500,2397,3353,4.5,6.1,6.7,6.5,8.5,15.2,17.2,18.3,18.1,21.9
1911,-4.42,53.25,0.02,0.022,0.022,0.02,0.14,1922,2427,2713,2610,3557,5.1,6.8,7.5,7.2,9.2,15.7,17.7,18.7,18.6,22.4
1912,-4.42,53.42,0.02,0.022,0.022,0.02,0.13,1874,2369,2649,2543,3486,5,6.7,7.3,7.1,9.1,15.5,17.4,18.4,18.2,21.9
1913,-4.42,54.25,0.02,0.023,0.023,0.02,0.02,1460,1900,2171,2043,2886,4,5.7,6.3,6.2,8.1,14.1,15.7,16.4,16.2,18.8
1914,-4.42,54.42,0.02,0.023,0.024,0.02,0.13,1775,2268,2533,2405,3248,4.8,6.7,7.3,7.1,9,15.2,16.7,17.4,17.2,19.8
1915,-4.42,54.75,0.02,0.023,0.022,0.02,0.02,1575,2031,2296,2159,2983,3.8,5.7,6.2,6.1,8,14.8,16.2,17,16.7,19.3
1916,-4.42,54.92,0.02,0.023,0.023,0.02,0.02,1391,1779,2038,1922,2743,2.9,4.9,5.4,5.3,7.2,14.3,15.6,16.3,16.1,18.7
1917,-4.42,55.08,0.02,0.019,0.021,0.02,0.02,1004,1279,1480,1386,2153,1.2,3.3,3.9,3.7,5.6,12.8,13.9,14.7,14.4,17.1
1918,-4.42,55.25,0.02,0.02,0.022,0.02,0.02,1051,1334,1557,1453,2238,1.4,3.6,4.2,4,5.9,13,14.3,14.9,14.7,17.3
1919,-4.42,55.42,0.02,0.022,0.023,0.02,0.02,1232,1586,1840,1708,2536,2.1,4.3,4.9,4.7,6.6,13.9,15,15.7,15.5,18.1
1920,-4.42,55.58,0.02,0.023,0.023,0.02,0.02,1399,1806,2083,1934,2765,2.7,5,5.5,5.3,7.2,14.5,15.6,16.4,16.1,18.7
1921,-4.42,55.75,0.02,0.022,0.023,0.02,0.02,1363,1752,2022,1879,2701,2.5,4.8,5.3,5.1,6.9,14.5,15.5,16.3,16,18.5
1922,-4.42,55.92,0.02,0.022,0.023,0.02,0.02,1416,1820,2093,1940,2765,2.4,4.7,5.3,5.1,6.9,14.8,15.8,16.6,16.2,18.7
1923,-4.42,56.08,0.02,0.022,0.022,0.02,0.02,1394,1788,2059,1901,2716,2.4,4.6,5.1,4.9,6.6,14.8,15.7,16.5,16.1,18.6
1924,-4.42,56.25,0.02,0.02,0.022,0.02,0.02,1086,1377,1612,1485,2257,1,3.3,3.8,3.6,5.3,13.5,14.5,15.3,14.9,17.4
1925,-4.42,56.42,0.02,0.018,0.021,0.02,0.02,956,1209,1413,1298,2012,0.5,2.7,3.2,3,4.7,12.9,13.9,14.6,14.2,16.7
1926,-4.42,56.58,0.02,0.018,0.019,0.02,0.02,812,1020,1182,1104,1740,-0.2,1.9,2.5,2.3,4.1,12.3,13.2,13.9,13.5,16
1927,-4.42,56.75,0.02,0.018,0.019,0.02,0.02,831,1049,1218,1137,1777,-0.1,2.1,2.7,2.5,4.3,12.4,13.3,14,13.7,16.1
1928,-4.42,56.92,0.02,0.018,0.018,0.02,0.02,805,1023,1188,1109,1739,-0.1,2,2.6,2.4,4.3,12.3,13.2,14,13.6,16
1929,-4.42,57.08,0.02,0.018,0.018,0.02,0.02,745,940,1099,1026,1626,-0.3,1.8,2.4,2.1,4.1,12,12.8,13.6,13.2,15.6
